WKT,f_code,acc,exs,soc
"LINESTRING (133.076507557645 34.1938018801869,133.074295042111 34.1959342989804,133.072998055306 34.1956672718058,133.071502693346 34.1958656306576,133.073898324407 34.1941337607776,133.076507557645 34.1938018801869)",BA010,"1","1",JPN
"LINESTRING (132.819702148658 34.1508674678189,132.824096676774 34.1535339246587,132.830093384241 34.1549339302511,132.833892819498 34.155933370627,132.838897716403 34.1594657950129,132.847000122013 34.1608009308863,132.855407720169 34.1660652251523,132.860504158535 34.1698646441069,132.867294317713 34.1752662587155,132.866806025942 34.180000297236,132.865295404355 34.180000297236,132.863006590685 34.1795997646255,132.858901979184 34.1822014006554,132.856506348123 34.1821327160295,132.857604976076 34.1838684171194,132.855697636785 34.1838684171194,132.856903082129 34.185264591502,132.854598992529 34.1874656623154,132.846603388007 34.1930007986629,132.848800660216 34.1961326578323,132.845092766419 34.1944007879522,132.839706411438 34.19120026046,132.831497188437 34.1890678416664,132.83000184278 34.1857986458513,132.828399647126 34.1859321675902,132.827697753179 34.1850013629311,132.826095590131 34.1871986351407,132.821105969157 34.1861343413488,132.814102175197 34.1818656888549,132.810897832798 34.1801338189748,132.802505494269 34.1717987040486,132.802902228276 34.1698646441069,132.805496218189 34.1624679473503,132.803405763371 34.1602020231209,132.798904417864 34.1581993111594,132.802093500635 34.155868533514,132.804000839926 34.1534652726389,132.807907092575 34.1529350331964,132.810699457643 34.1535339246587,132.819702148658 34.1508674678189)",BA010,"1","1",JPN
"LINESTRING (136.379104610095 34.1934013312734,136.377593988508 34.1962013261551,136.37599182546 34.1955986034829,136.379104610095 34.1934013312734)",BA010,"1","1",JPN
"LINESTRING (132.881103514174 34.174800872689,132.881698607033 34.1805343678883,132.884597773189 34.1847991891725,132.88699340425 34.1840019225553,132.889999387797 34.1844673085818,132.891693124912 34.1837997487966,132.893402089048 34.1857337924353,132.89329528796 34.1889991733436,132.890594480656 34.1922645705549,132.886398311392 34.1923332225747,132.880905139019 34.191265113876,132.873107909652 34.1965332067458,132.872207640551 34.1966667284846,132.871795646917 34.1958007772416,132.867095942558 34.1934661846894,132.861907962731 34.1941337607776,132.861907962731 34.1915321410507,132.869995125017 34.1849327109113,132.871795646917 34.1826667703789,132.874496454221 34.1798019383842,132.881103514174 34.174800872689)",BA010,"1","1",JPN
"LINESTRING (132.809204111986 34.18686675455,132.813598640102 34.1878013578129,132.814697251753 34.1896667494318,132.820693975523 34.1920661954,132.818695078468 34.1968650710335,132.813491806408 34.1949996957176,132.810806275034 34.1950645328306,132.808303842885 34.192867276924,132.809295653447 34.1895332276929,132.806304929527 34.187667836074,132.809204111986 34.18686675455)",BA010,"1","1",JPN
"LINESTRING (132.301406853346 34.1844673085818,132.305206304906 34.1847991891725,132.306991567179 34.1870651297049,132.316894527295 34.1871986351407,132.318298331491 34.1910667387211,132.314804072476 34.1940651087577,132.310699477279 34.1969985927723,132.30970763411 34.1984672503845,132.308395387678 34.1986656092363,132.304702753508 34.197200782834,132.302001946204 34.193668358448,132.2993011389 34.1968650710335,132.298004152095 34.1965332067458,132.295104985939 34.1991348264727,132.292205803479 34.1883316135584,132.295700062494 34.1875343306382,132.299194337812 34.1896018960158,132.300003065452 34.1858672978711,132.301406853346 34.1844673085818)",BA010,"1","1",JPN
"LINESTRING (132.510604849953 34.192001341984,132.513702407567 34.1944656413682,132.513900750116 34.1982688915327,132.513107298406 34.1992683482115,132.510604849953 34.192001341984)",BA010,"1","1",JPN
"LINESTRING (133.268798832783 34.1826019332659,133.276000985594 34.18513488467,133.274200447392 34.1895332276929,133.272506710277 34.198932652714,133.271102906081 34.1992683482115,133.266799919425 34.1969337556593,133.26480102237 34.1969337556593,133.266403201722 34.184398656562,133.268798832783 34.1826019332659)",BA010,"1","1",JPN
"LINESTRING (132.550399789641 34.0789985685825,132.555801387947 34.0806655850466,132.557403567298 34.0842018080363,132.558807371494 34.0865326019848,132.565994264678 34.097400668315,132.567306511111 34.0975990271669,132.569793699936 34.1156005942889,132.5753936897 34.11546707255,132.577499387842 34.1106643820098,132.582595826208 34.1067314250133,132.584899899506 34.1065330498585,132.587799065662 34.1089324958267,132.589294427622 34.1087341206718,132.59129334098 34.1149330182007,132.588592533675 34.1119995178831,132.585891726371 34.1104011534389,132.582199092201 34.1130676265818,132.580993646857 34.1201324427477,132.582199092201 34.1232643182201,132.575103756781 34.1277313295659,132.572601308328 34.1241989051799,132.56950378332 34.1231346113881,132.567108168562 34.1235313453948,132.561798095414 34.1186676000423,132.557708743541 34.1169319152554,132.553802490892 34.1170005835783,132.55059813219 34.1165313663419,132.548202517432 34.1166648880807,132.544998175033 34.1105995122907,132.543701171925 34.1107330340296,132.539398201572 34.1070671042078,132.539703377815 34.1132011483207,132.539794919276 34.1156654477049,132.537399288215 34.1211318994265,132.541503916018 34.1231346113881,132.54469299879 34.1248664812681,132.546096802986 34.1284675576739,132.548995969142 34.1408004830126,132.557006833291 34.1506004406442,132.555206311392 34.1506004406442,132.552505504087 34.149131766729,132.547698982337 34.1414680427978,132.547805783425 34.1513328538454,132.541702258567 34.1497345057042,132.532302849849 34.1469993479354,132.530899045653 34.1469993479354,132.529602058847 34.1493339567906,132.527297969247 34.149066929616,132.528793331207 34.1525993376989,132.526397700145 34.1549339302511,132.523193374049 34.1549987836671,132.520690909294 34.1548004085123,132.521102902928 34.1552009574258,132.522705082279 34.1592674198581,132.529403683693 34.1648673933186,132.532302849849 34.1646652195599,132.5339050292 34.1621322681558,132.539398201572 34.1649322630376,132.541595457479 34.1698646441069,132.540405271762 34.1730003344861,132.548095700041 34.1768646231597,132.550399789641 34.1753349270384,132.5569000159 34.1707992636728,132.556701657048 34.1728668290503,132.555999746799 34.1795997646255,132.551391600204 34.1811332593507,132.551300058743 34.1871337817247,132.547195430939 34.1888008144917,132.545593267891 34.1893997222571,132.541198739775 34.1879348632487,132.538299557316 34.1879348632487,132.534606939449 34.1874656623154,132.532592766464 34.1913337658958,132.536499019113 34.1966018587656,132.536499019113 34.1999359079967,132.528503414591 34.1984672503845,132.525894165051 34.199733734238,132.515396112076 34.1915321410507,132.513504032413 34.1917343148093,132.512405388156 34.1906013526946,132.508605952899 34.1890678416664,132.504898075405 34.1867332491142,132.501296998999 34.1836662270578,132.498092640297 34.1740684594878,132.496795653492 34.1716003451968,132.495498666687 34.1698646441069,132.492996218234 34.1592674198581,132.493804929572 34.1521339516724,132.494796756437 34.1486015272865,132.496795653492 34.1470680325613,132.505599969351 34.1465339782119,132.50619506221 34.1457328803849,132.507400507554 34.1411323636033,132.503097537202 34.1331329278715,132.500000012194 34.1328010472808,132.498199473991 34.1335983302011,132.497497547438 34.1329345690197,132.496795653492 34.1328659006968,132.49510193268 34.1328659006968,132.488601673815 34.1306686447903,132.483291633273 34.1271324054975,132.481201178455 34.1271324054975,132.475601204994 34.1235313453948,132.474899278442 34.1245994540935,132.472702022535 34.124999986704,132.47290039769 34.1218681438376,132.473800666791 34.1199340838958,132.470901484332 34.118934627217,132.467895500785 34.1220664863864,132.465301510872 34.1199989210088,132.463790889284 34.1156654477049,132.458999627162 34.1147346430458,132.457199088959 34.1150665399395,132.454895015661 34.1150665399395,132.447402946234 34.1080017074707,132.447402946234 34.1045341365007,132.447799696544 34.0935325484316,132.453399653701 34.0934677113186,132.456100461006 34.0865326019848,132.460006713654 34.0822677643976,132.468994145041 34.0865326019848,132.474700935893 34.0881996184488,132.479400623949 34.0892677271475,132.480499268205 34.0865326019848,132.481201178455 34.0852012647152,132.483596809516 34.0865326019848,132.484893796321 34.091400145941,132.488998424125 34.0907325861559,132.490005494314 34.0902671838263,132.492294307985 34.0925331243588,132.495300291532 34.0907325861559,132.496795653492 34.0915985047929,132.498306275079 34.091464983054,132.501602175242 34.1031990006274,132.509094228366 34.1031990006274,132.510192872622 34.1011314352498,132.512695304772 34.0980644294964,132.512008670453 34.0909996133305,132.514999394373 34.0954666083733,132.51730346767 34.0942649779358,132.518600470778 34.0929336569693,132.520400992678 34.0944671679975,132.52279662374 34.0953330866345,132.524597161942 34.0953330866345,132.527999879496 34.100131994874,132.530700686801 34.1031990006274,132.534103388052 34.1027336146009,132.535598750012 34.0950660594598,132.537704464457 34.0953330866345,132.541900633722 34.0993347282568,132.544204707019 34.097400668315,132.542999261675 34.0907974232689,132.547393806094 34.0894012488863,132.547103889479 34.0865326019848,132.546905514324 34.0856017973257,132.550399789641 34.0789985685825)",BA010,"1","1",JPN
"LINESTRING (132.317703254935 34.1954002446311,132.319396975747 34.1987991309752,132.318496706646 34.2007331909169,132.316406251827 34.1986656092363,132.317703254935 34.1954002446311)",BA010,"1","1",JPN
"LINESTRING (132.932891852493 34.1828689604406,132.931701666776 34.1873359717864,132.923004152005 34.2018661367286,132.918701165349 34.198066717774,132.919906610694 34.1921348474198,132.921997065512 34.1881332384036,132.91720580339 34.1884689339011,132.922195440667 34.1837997487966,132.926803587262 34.1838684171194,132.932891852493 34.1828689604406)",BA010,"1","1",JPN
"LINESTRING (132.662597650309 34.1698646441069,132.665496832768 34.1715316768739,132.66970826166 34.1728019756343,132.673599238378 34.1735343888355,132.682601929393 34.1857986458513,132.682601929393 34.19033432552,132.680603016035 34.19293213034,132.677993782797 34.1943321359324,132.678604135283 34.1961326578323,132.675704952824 34.1941986141936,132.674896241486 34.1985321038005,132.675903327979 34.203201305208,132.671798700175 34.2029991151463,132.667694088675 34.1992683482115,132.666503902958 34.2002677885874,132.663894653417 34.1982688915327,132.660598753254 34.1969337556593,132.658401497348 34.1969337556593,132.655303956037 34.1954002446311,132.647994985834 34.1849327109113,132.64610290617 34.1759338511067,132.644302367968 34.1709327691086,132.65010070028 34.1710014374314,132.656600959145 34.1756668239321,132.661605839747 34.1742668183397,132.662094131517 34.1714019700419,132.661499022356 34.1698646441069,132.662597650309 34.1698646441069)",BA010,"1","1",JPN
"LINESTRING (133.629501354279 34.1959991523964,133.629394536888 34.1996650659152,133.627304065766 34.2029991151463,133.625305185015 34.2027320879716,133.623992905976 34.203201305208,133.62179565007 34.2019996584674,133.62179565007 34.2009315497687,133.623901364515 34.1987991309752,133.624206540758 34.1976661688605,133.626205454116 34.198932652714,133.629196161733 34.1968650710335,133.629501354279 34.1959991523964)",BA010,"1","1",JPN
"LINESTRING (133.634506218578 34.2028007562945,133.636505131936 34.2035331694956,133.643295291113 34.1913337658958,133.647903437708 34.1935348530122,133.647705078856 34.1853332435218,133.644500736457 34.1805343678883,133.647094726371 34.1767997697437,133.646804809755 34.1698646441069,133.645706181802 34.1641998335334,133.643707268444 34.1557350280782,133.643600467356 34.1545982347536,133.640701284897 34.1529998703094,133.64100646114 34.1495323156425,133.639297497004 34.1314659114075,133.63769530135 34.1303329492928,133.637802135044 34.1272010901234,133.633193972145 34.125865937947,133.634506218578 34.1254653890335,133.638000477592 34.1262664705575,133.636596689699 34.1231994648041,133.632705680375 34.1230659430652,133.633300789536 34.1136016809311,133.636108397929 34.1136665343472,133.635803221686 34.1033325223662,133.635894763147 34.0935325484316,133.63850402899 34.0922012274651,133.636703490787 34.0884017922074,133.636596689699 34.0865326019848,133.636703490787 34.0835991016672,133.63290405553 34.083667753687,133.632797238139 34.0801315306972,133.634796151496 34.0800666772812,133.635299686591 34.0775985792932,133.634094241247 34.0774688724612,133.631195075091 34.0802001990201,133.631195075091 34.0721359261753,133.633605949476 34.071601871826,133.626892088435 34.0528678915028,133.62179565007 34.0492019779841,133.612792975358 34.0457992441271,133.603897101735 34.0414657545202,133.601699829525 34.0413322327813,133.597900394268 34.0436019882205,133.590103148598 34.0334663350914,133.588500969247 34.0332679762396,133.587600700145 34.0340004057438,133.585494985699 34.0341339111796,133.576995846083 34.0222663881705,133.572799693121 34.0228652959358,133.570907597155 34.0205993554034,133.573593128529 34.0207328771423,133.571304314858 34.0178642302407,133.569503776655 34.0205993554034,133.568801882709 34.0193328878529,133.567504879601 34.0200004476381,133.569000241561 34.0223998936063,133.567001344506 34.0228652959358,133.564102162047 34.018268594061,133.567703238453 34.0159340015088,133.568496706466 34.016601561294,133.565200806303 34.0126686042975,133.561798105052 34.0149993819429,133.559600832843 34.0116004955988,133.561599729897 34.0103988651613,133.559600832843 34.007133484253,133.553100573978 34.0099334791348,133.551300035775 34.007198321366,133.554199218234 34.0039329567608,133.554092400843 34.0032005272566,133.555099487335 34.0009346030272,133.551803587173 34.0032005272566,133.544799809516 34.0069312941914,133.540801999103 34.0032005272566,133.551300035775 33.9946670534785,133.54850768701 33.9916000314221,133.546997065422 33.9919319120128,133.543594364172 33.986598965727,133.54119873311 33.9850654546988,133.540298464009 33.9855995253511,133.538101191799 33.9839325088871,133.537704474095 33.9831352259669,133.534698490548 33.9842681880816,133.532104500635 33.9818687421133,133.529098517088 33.9840011609069,133.522308341607 33.9794654975413,133.523696902479 33.97620010033,133.514007560842 33.9711990346349,133.511398327605 33.9715995835484,133.51269531441 33.97013472454,133.51119995245 33.9697990453455,133.508895862849 33.9734001217513,133.501800527429 33.9727325456631,133.501098633482 33.9692001375802,133.49679566313 33.9696655236067,133.488403308298 33.9692001375802,133.483505245087 33.9720001161589,133.479400633587 33.9720001161589,133.471603387917 33.9738006543618,133.462905889448 33.9750022847993,133.463699341159 33.9766655026595,133.451705926224 33.9834671065576,133.449798586933 33.9816017149387,133.446304311616 33.9818687421133,133.444000238318 33.9783325191236,133.44239807527 33.9794654975413,133.441406248405 33.9831352259669,133.439605726505 33.9842681880816,133.437408437992 33.9840660143229,133.434204111896 33.9863319385523,133.431106570585 33.9863319385523,133.429397590146 33.9864006068751,133.41270445455 33.9861984168135,133.4102020224 33.9906654281592,133.401901241636 33.9883995039299,133.39430237112 33.9910659770728,133.388198846262 33.98573304709,133.371795643584 33.9811325140053,133.356002809695 33.9788665734729,133.351394646797 33.9832687314027,133.350097659992 33.9834671065576,133.34609984958 33.9823989978589,133.347702012628 33.9844017098204,133.348602281729 33.9837341337322,133.34989930114 33.9846000686723,133.348007205173 33.9872016883992,133.34359741743 33.9910011399598,133.339599607018 33.9923324609263,133.336608883098 33.9918670585968,133.337402351111 33.9836654654094,133.34140014522 33.9801330573265,133.340194699876 33.9798011767358,133.338592536828 33.9799995518906,133.334808344895 33.9810676605893,133.33210753759 33.9823341444429,133.331207268489 33.98226547612,133.33210753759 33.9888000365404,133.329895022057 33.9887351994274,133.327102656988 33.9916686997449,133.324707025927 33.9936675967997,133.319595327934 33.9938659719545,133.319702145325 33.9916000314221,133.317901607122 33.991798406577,133.316497802926 33.9885330093657,133.305603032248 33.9828681987922,133.293792732841 33.9818000900935,133.289306630658 33.983001704228,133.288192743078 33.9809341388505,133.285202035461 33.9800682039104,133.281204225048 33.9869994983375,133.276107786683 33.9850654546988,133.27810670004 33.98139954118,133.276107786683 33.9807357799986,133.269607544121 33.9836006119934,133.267395012284 33.979732524716,133.278701776596 33.9739341761006,133.277801507494 33.9732017465964,133.273803697082 33.97533416539,133.27099608869 33.9742660566913,133.269393925641 33.9751357902351,133.266006467715 33.9725341705082,133.270492553595 33.9682655343173,133.268997191635 33.9675331048131,133.267105095668 33.9675331048131,133.267196653432 33.9697990453455,133.263000484168 33.969398496432,133.262008673605 33.9631347780932,133.260208135403 33.9655990611744,133.258697513815 33.9768028230022,133.260498052018 33.97706603527,133.258804314903 33.980598459656,133.255004879646 33.980598459656,133.250198357896 33.977001181854,133.247894284598 33.9752655133702,133.250106816435 33.964134218469,133.255508431043 33.9634666423808,133.255004879646 33.9615325824391,133.253204341443 33.9617996096138,133.250503534138 33.9627990662926,133.248397819693 33.9605331420633,133.254104610544 33.9563331578921,133.246795656645 33.9592666745127,133.244903560678 33.9560661307175,133.246795656645 33.9549331686028,133.246795656645 33.9542007390986,133.245803846082 33.9526023746543,133.243103022475 33.9524002171987,133.242507929617 33.956531516744,133.235000600562 33.9557342501268,133.234405507704 33.9514656139358,133.233703613757 33.9517326411105,133.199096686502 33.9458656404754,133.200195314455 33.9372673132813,133.200897224704 33.9362678566024,133.197799683393 33.9359321611049,133.19520569348 33.945201862991,133.171295178051 33.9396667429465,133.175094597006 33.9308013885778,133.170806886281 33.9274673556497,133.16999815864 33.9308662419938,133.16999815864 33.9334678617207,133.167404168727 33.9381332319183,133.15010071325 33.9305343614031,133.138000497228 33.9282684371737,133.136398317877 33.9283332905897,133.133102417714 33.9271316438492,133.125396729808 33.9314002963431,133.126800534004 33.9412689222975,133.125198370956 33.9413986128265,133.123107916137 33.9387321396836,133.123107916137 33.9399337701212,133.121795653402 33.9386672862676,133.119201663489 33.9365348837771,133.117706301529 33.9314002963431,133.118301394387 33.9245338390291,133.111907952913 33.9305992148191,133.116394055096 33.9359321611049,133.115203853076 33.9368019109518,133.11860657063 33.9411354168617,133.107101431163 33.9477996841141,133.10040282975 33.9407997050612,133.096893311108 33.9431342976134,133.09230042414 33.9407348679482,133.095596324303 33.9447326620576,133.09339903579 33.9484672602023,133.087097168383 33.946067797931,133.085800181578 33.9485321136183,133.087997437484 33.9501991300823,133.08380126822 33.9578018155043,133.073303231549 33.9686012135118,133.070907600487 33.9719314641391,133.069702155143 33.9711990346349,133.067398065542 33.9754676871288,133.063598630285 33.973667148926,133.06089782298 33.9790687472316,133.066207879825 33.9826011716175,133.058807368162 33.9954681350025,133.054199221567 34.0032005272566,133.051803590505 34.0057983483797,133.046905510991 34.0157318114471,133.040405268429 34.0272674538656,133.03640747432 34.0377349875854,133.029403696663 34.0449333091871,133.033508291861 34.0488014290705,133.031295776327 34.0520019402598,133.024993892617 34.0498657228624,133.023498530657 34.0506019672734,133.024307241994 34.0522003154146,133.020202646797 34.0638656646651,133.020706165589 34.0611991915222,133.018707284837 34.0608673109315,133.018005374587 34.0635337840744,133.015197749892 34.0647315996051,133.007995613383 34.0696678281873,133.007507321613 34.0682678225949,133.006195075181 34.065666202868,133.004806514309 34.0683326597079,133.001998905916 34.0721359261753,132.996795650159 34.0795326229319,132.992904657138 34.0865326019848,132.987899776536 34.0950012223468,132.983200072177 34.0983314566711,132.980499281176 34.1026687611848,132.980300906021 34.1059989955091,132.976791371076 34.1165313663419,132.972305301499 34.1150665399395,132.970596304757 34.107864387128,132.968505849938 34.1073341313825,132.967498779749 34.1131324799978,132.963195809396 34.118999480633,132.958892822741 34.1205329916612,132.952102663564 34.1251983618588,132.94769287582 34.1319999657568,132.944396975657 34.1380004881308,132.940795899252 34.1419982822403,132.937698357941 34.1364669771026,132.934402474081 34.1254005356175,132.932601935878 34.1252670138786,132.928497308074 34.1234016385628,132.925308225302 34.1185340946065,132.921493530418 34.1163330074901,132.915801999193 34.119865415573,132.913803102139 34.1212005677494,132.908706663773 34.1197318938341,132.904891968888 34.1200676056347,132.902099620123 34.1196670567212,132.893997181907 34.1199989210088,132.890899656899 34.1176643284566,132.894805909548 34.1170654206912,132.895095826163 34.112998974562,132.895706178649 34.1111984363591,132.898605344805 34.1095314035921,132.904800427427 34.1132660017367,132.908996580388 34.1114654635338,132.912094105396 34.1125984256485,132.917602553699 34.1110000612043,132.922302241755 34.1104660068549,132.926101677013 34.1076660119732,132.927703856364 34.0988655110204,132.928192131831 34.0964660650522,132.93060302252 34.0940666190839,132.928497308074 34.0877342161193,132.925598141918 34.0886650044753,132.918502822801 34.0865326019848,132.918197630255 34.0831336993377,132.92100525495 34.0835991016672,132.921096796411 34.0758666931101,132.921096796411 34.0720672578525,132.92051696318 34.072208409405,132.919799809606 34.0694008010126,132.916595450904 34.0701331979108,132.919403075599 34.0693321163868,132.92100525495 34.0662650943303,132.919692992215 34.0666008061309,132.91769409516 34.0647315996051,132.911499028841 34.0625343273956,132.899993905677 34.0675315781839,132.886505128783 34.0593337999033,132.876098633572 34.0573997562646,132.871795646917 34.0565338050216,132.870697018964 34.0568657019153,132.867996211659 34.0561332724111,132.867996211659 34.0582656912046,132.864501952644 34.059535973662,132.856796264738 34.0548019351415,132.854202274825 34.0456657386913,132.853393547184 34.0448646571673,132.852493278083 34.0464668202153,132.849395753075 34.0461349559276,132.84840392621 34.0442657494019,132.841796866257 34.0422668523472,132.835998533944 34.0340004057438,132.832397457539 34.0327339218903,132.829406749922 34.0330658024809,132.825500497273 34.0285339377191,132.822601314814 34.0267333995163,132.817092899117 34.0237312308758,132.810592656555 34.0190658606782,132.807800291487 34.0187988335035,132.798995975627 34.0099983162478,132.788406364889 34.0092659030466,132.783401484287 34.0074653648437,132.776992799489 34.004665386265,132.775894155233 34.0032005272566,132.769607547453 33.9990653965015,132.76699828161 33.9999313477445,132.764801025703 33.9981346081454,132.771102909413 33.9956016567414,132.773696899326 33.988265982191,132.770400999163 33.9809341388505,132.770004265157 33.9757995677195,132.771896361123 33.9764671275047,132.770294181772 33.9743347087111,132.769393912671 33.9752655133702,132.769699088914 33.9598007288621,132.764297474305 33.9419326834789,132.761199949297 33.9364662154543,132.757598872891 33.9259986980375,132.756195068695 33.9235343986532,132.756393427547 33.9198684688315,132.756195068695 33.9158020063992,132.752700793378 33.9093322667888,132.746795659977 33.9056663532701,132.736404424394 33.90306854845,132.731094367549 33.9028663746913,132.731201168637 33.9000015263936,132.729995723293 33.8997344992189,132.72900391273 33.9038657987642,132.719696045473 33.9042663639807,132.708908075883 33.9071998479953,132.707794188303 33.8972015315118,132.706893919201 33.8948669389596,132.7059936501 33.8901329004391,132.704803480686 33.8903999276138,132.700195301484 33.8854675139385,132.699691782693 33.879867556781,132.697998045578 33.8778686597263,132.703094483944 33.8761329749394,132.704101554133 33.8763351486981,132.709701543897 33.8692016642094,132.710296620452 33.8674659794225,132.7156066936 33.867000577093,132.718002324661 33.8649330117154,132.713500979154 33.8660659738301,132.713394178066 33.8652000388901,132.711196889553 33.866935723677,132.708908075883 33.8656654412196,132.705902092336 33.866935723677,132.706802361437 33.8634681690101,132.708908075883 33.8633346472712,132.710296620452 33.8608665492832,132.711700440951 33.8610687393448,132.710494995607 33.8582687444631,132.707702630539 33.8611335764578,132.709594726505 33.854068760292,132.700607295118 33.8517341677397,132.699096689834 33.8428001450482,132.700302135178 33.8387336663129,132.698806756915 33.8387985197289,132.697799686726 33.84126663402,132.697799686726 33.8397331229917,132.69419861032 33.8396682695757,132.694107068859 33.8365325954995,132.693603517462 33.8337326006177,132.689605723352 33.8365325954995,132.689300547109 33.8365325954995,132.686904916048 33.8327331439389,132.691192626773 33.8292655892719,132.689498889658 33.8259353712507,132.692306530657 33.8238678058731,132.688293444314 33.8177986151763,132.692306530657 33.8168678268203,132.692001354414 33.813732152744,132.694503786563 33.812801364388,132.695098879422 33.8097991957476,132.690200816211 33.8113327067758,132.689102171954 33.8089332608076,132.684494025359 33.8140678319385,132.682693487156 33.8083343367392,132.685806271792 33.8073349126664,132.68640136465 33.8047332766364,132.689498889658 33.8006668142042,132.692092895874 33.7946662918302,132.687500008906 33.7932014491248,132.689300547109 33.7882003834297,132.692993164976 33.7880020082748,132.693801876314 33.7858657908774,132.698501596976 33.7866020189854,132.699600208626 33.7870025515959,132.698806756915 33.7841339046944,132.692901623515 33.7846679590437,132.693298341219 33.7824668882303,132.696899417625 33.7820014859008,132.697799686726 33.7762680070045,132.699493407538 33.7669982888154,132.695999148523 33.7660675004594,132.697097776476 33.7623329186178,132.699996958936 33.7613983153549,132.697799686726 33.7606010487377,132.697906487814 33.7592658965613,132.69670104247 33.7560005156531,132.698501596976 33.7565345700024,132.697296151631 33.7547988852156,132.694107068859 33.7569313040091,132.692993164976 33.7532005207713,132.679992679852 33.7447357153161,132.679000852987 33.7456665036721,132.67680359708 33.7440681555309,132.673507696917 33.7303352245999,132.662200932605 33.7130661032851,132.660995487261 33.7075996352604,132.651397719691 33.6966018784011,132.643600457718 33.6914672909671,132.636703481149 33.6892013504347,132.624999999134 33.6790657136086,132.621795656735 33.6780662569298,132.616195683274 33.6754684358067,132.6098022418 33.6698684786492,132.594100949372 33.6592674231906,132.580902105396 33.6521339387019,132.572296132086 33.6500015199083,132.53059386941 33.637466437114,132.509994497468 33.6269340499782,132.507202148703 33.6301345774704,132.500305188437 33.6248016311846,132.499496460796 33.62540053895,132.496795653492 33.6237335224859,132.489898693226 33.6175994783731,132.483001716658 33.6151351952919,132.482101447556 33.6156005813184,132.481903072401 33.6171989457626,132.477401743197 33.6161994890837,132.476394656705 33.6143341137678,132.477203368042 33.6115341188861,132.474502560738 33.6110687328596,132.471603394582 33.6047325149881,132.46179199223 33.5985984871782,132.456604012403 33.5937347418258,132.455001833052 33.5881996054783,132.452896118606 33.5865325890142,132.446792593748 33.5811996590314,132.441192620288 33.5748672560667,132.440307610814 33.5722007666208,132.437698377576 33.5723342883597,132.432495105516 33.5670661954899,132.432891855826 33.5628662113187,132.432495105516 33.5588684172093,132.42700196575 33.5558662485689,132.424591075061 33.5514678892429,132.417205806722 33.5443344047542,132.41589356029 33.5443344047542,132.413192752985 33.5442657527344,132.408203132011 33.542865747142,132.403793327964 33.540332795738,132.401504514294 33.541934958786,132.400802620347 33.5384674041191,132.396804809935 33.5360679744538,132.395004271732 33.535934452715,132.390106208521 33.5308685336039,132.388198852927 33.5279998867023,132.386505132115 33.5277328595276)",BA010,"1","1",JPN
"LINESTRING (132.737701411199 34.1580009360045,132.740493776267 34.1626663225052,132.742492673322 34.1638679529427,132.746795659977 34.1622657735917,132.751693723188 34.1638679529427,132.754394530492 34.1647338878827,132.759002677088 34.1691322472087,132.759307853331 34.1698646441069,132.760803215291 34.1724662801368,132.764801025703 34.1785316396238,132.762893686412 34.1818008354389,132.757507315128 34.1819992105937,132.75590515208 34.1809349168019,132.753997812789 34.1828002921177,132.75669860379 34.1866683956982,132.758605959384 34.1921348474198,132.752105716822 34.1940651087577,132.750793454087 34.1941337607776,132.746795659977 34.19293213034,132.744903564011 34.1930656520789,132.736206049239 34.1963348315909,132.726806640521 34.1977996905993,132.723602298122 34.2000007614127,132.721298224824 34.1971320982081,132.708297723397 34.2043991044357,132.697906487814 34.2036666749315,132.690704335002 34.1994018536474,132.687698351455 34.1962661795711,132.685897829555 34.1963348315909,132.686996457509 34.1888656679077,132.686904916048 34.1871986351407,132.685592653312 34.1826019332659,132.692306530657 34.1834678519029,132.699905401172 34.1796646180415,132.706497185194 34.1801986723908,132.712997427756 34.1805992050013,132.717193597021 34.172332774701,132.720397955723 34.1705322364981,132.721099849669 34.1698646441069,132.72270202902 34.1698646441069,132.725402836325 34.1724662801368,132.7386016803 34.1728668290503,132.741195686517 34.1698646441069,132.742004381551 34.167133333851,132.73599243076 34.1614685069745,132.735000603895 34.1591987678383,132.737701411199 34.1580009360045)",BA010,"1","1",JPN
"LINESTRING (132.93310545467 34.198932652714,132.937698357941 34.2018661367286,132.936004637129 34.2055320665504,132.933502204979 34.2020645118834,132.930801397675 34.2003326420034,132.93310545467 34.198932652714)",BA010,"1","1",JPN
"LINESTRING (139.192108161088 34.2065315232292,139.192993170562 34.2081985396933,139.191406250839 34.2089347841043,139.189407353784 34.2078666591026,139.192108161088 34.2065315232292)",BA010,"1","1",JPN
"LINESTRING (132.694107068859 34.2172660841237,132.700393676639 34.2187995951519,132.699996958936 34.2207984922066,132.694503786563 34.2232666064977,132.691406261555 34.2209320139455,132.694107068859 34.2172660841237)",BA010,"1","1",JPN
"LINESTRING (133.148605334987 34.2158012414183,133.152297969157 34.2197341984148,133.153503414501 34.2237319925242,133.155899045563 34.2250671447006,133.156005862954 34.229000101697,133.156204221806 34.2299995420729,133.153396613413 34.2282676721928,133.150894164961 34.2242660631766,133.147994998805 34.2217330954695,133.148605334987 34.2158012414183)",BA010,"1","1",JPN
