WKT,f_code,acc,exs,soc
"LINESTRING (132.401199338051 33.1847991958374,132.403594969112 33.1875991744162,132.408706667105 33.1892662071832,132.414794916033 33.1893348755061,132.415695185135 33.1909332236473,132.417495723338 33.1957321155837,132.416305553924 33.1969337460213,132.414505015721 33.1969337460213,132.413192752985 33.1973991483508,132.408706667105 33.1959342893424,132.406295776417 33.1958656373226,132.407806398004 33.2004013006882,132.406005859801 33.2005996758431,132.40260315855 33.2001342735135,132.403594969112 33.2020683334553,132.403594969112 33.2050666871888,132.404602055605 33.2061996493035,132.400497444104 33.2062683176264,132.397506720184 33.2059326221289,132.395706181981 33.205734263277,132.393798826388 33.205799116693,132.392395022191 33.2029991218113,132.392105105576 33.2008667030177,132.388504012867 33.1985321104655,132.391799929333 33.197265626612,132.39630127484 33.1962661699331,132.39709472655 33.1927337618502,132.39480591288 33.186801907799,132.401199338051 33.1847991958374)",BA010,"1","1",JPN
"LINESTRING (129.590194700415 33.2020683334553,129.592605591104 33.2035331761606,129.593093866571 33.2043342576846,129.587203976495 33.20406723051,129.581604003035 33.2078666820706,129.580596932845 33.2061347958875,129.582199095893 33.2027320946366,129.58509826205 33.2034645078378,129.590194700415 33.2020683334553)",BA010,"1","1",JPN
"LINESTRING (129.596496584125 33.2014656107831,129.598403923416 33.2030677738311,129.60180664097 33.2022666923071,129.597900388322 33.2078666820706,129.595703116112 33.2067985407659,129.596191407882 33.20493316545,129.596405026362 33.2032012955699,129.596496584125 33.2014656107831)",BA010,"1","1",JPN
"LINESTRING (129.350601189141 33.2080650246194,129.350692746904 33.2107314977623,129.351806634485 33.2126007205911,129.34869384985 33.2119331281998,129.347595205593 33.2092018179439,129.350601189141 33.2080650246194)",BA010,"1","1",JPN
"LINESTRING (129.021499627656 33.199733740903,129.02569579692 33.2037315350125,129.025604255459 33.2073326114182,129.026901242265 33.2064666764782,129.023605342102 33.2130012532016,129.020996092561 33.2116661010252,129.01789855125 33.2116661010252,129.016006471587 33.212665557704,129.014404292235 33.2125320359652,129.013198846891 33.2125320359652,129.013504023134 33.2098007257093,129.011199949836 33.2061996493035,129.011398308688 33.2039337250741,129.012496952945 33.2005996758431,129.01789855125 33.2003326486684,129.021499627656 33.199733740903)",BA010,"1","1",JPN
"LINESTRING (129.575897212183 33.2075347851769,129.578704820576 33.2094001767958,129.578796394642 33.2110672095628,129.576293929887 33.2130012532016,129.575897212183 33.2075347851769)",BA010,"1","1",JPN
"LINESTRING (129.13150024872 33.1591987582002,129.133102428071 33.1632652206325,129.132797251828 33.1654014543329,129.13330077062 33.1675987265425,129.132995594377 33.1698646670749,129.131607049808 33.1794013961356,129.130401604464 33.1853332501868,129.13560486022 33.1881332287655,129.138793942992 33.1889343265926,129.14179992654 33.1870002666508,129.141296391445 33.1942672728784,129.139999388337 33.1944007783142,129.137893673891 33.1934661913544,129.136505129322 33.1951332078184,129.132995594377 33.198997496492,129.134597790031 33.2034645078378,129.133193969532 33.2035331761606,129.131393431329 33.2028656000724,129.122009282238 33.2136688292897,129.121795663759 33.2136001446639,129.114196776941 33.2085342418558,129.117492677104 33.198932643076,129.120697019503 33.1931343107637,129.121795663759 33.1913986259768,129.121795663759 33.1912002508219,129.121795663759 33.1909980770633,129.123107910191 33.1874008155643,129.121795663759 33.1865997340403,129.119003298691 33.1776008579327,129.121795663759 33.1734008737616,129.122802733948 33.1698646670749,129.124603272151 33.1616668724913,129.13150024872 33.1591987582002)",BA010,"1","1",JPN
"LINESTRING (132.54319763683 33.2134018021151,132.539001451263 33.2145996013428,132.537597663369 33.2159347535191,132.535903926255 33.2142677370551,132.535598750012 33.2165985147005,132.533493035566 33.2154655362828,132.532302849849 33.2168006884592,132.531005863044 33.2150001502563,132.529693600308 33.2144012587939,132.524002069084 33.2141990687323,132.522491447497 33.2141990687323,132.516799932575 33.2134018021151,132.514602660366 33.2153358457538,132.513504032413 33.2127990631399,132.511199942812 33.2131347749404,132.507492065318 33.2061347958875,132.504806517641 33.2056655786512,132.50320433829 33.2066001982171,132.502899162047 33.2025337194818,132.499099743093 33.2035331761606,132.49879456685 33.2021331868713,132.502197268101 33.2018661596966,132.504592899162 33.19886778966,132.504104607391 33.1959342893424,132.502304069189 33.1954002349931,132.500701906141 33.1935348433742,132.499801637039 33.1938018705488,132.496795653492 33.1961326644973,132.494003288424 33.1959991427584,132.491104138571 33.1958007839066,132.489303600368 33.1958656373226,132.494995115289 33.1922683595206,132.496795653492 33.1916007997355,132.500595105053 33.1908683865343,132.507598882709 33.1940689140265,132.505905145594 33.1909332236473,132.504196165155 33.1909332236473,132.504302982546 33.187732696155,132.507904058952 33.188468940566,132.509094228366 33.1843986469239,132.508499135508 33.1826667933469,132.509902956007 33.1758689880527,132.514602660366 33.1706657485989,132.512496962223 33.1698646670749,132.511306760203 33.1698646670749,132.509201045757 33.1720008844722,132.507202148703 33.1723327650629,132.505004876493 33.1698646670749,132.503005995741 33.1698646670749,132.501296998999 33.1698646670749,132.500503530986 33.1698646670749,132.500595105053 33.1727333139765,132.50320433829 33.1760673469045,132.502502444343 33.1779327385234,132.502593985804 33.1802673310756,132.500595105053 33.1802673310756,132.49839781654 33.1802673310756,132.498901367938 33.1832656848092,132.496795653492 33.1830673259574,132.492294307985 33.1837349020456,132.495498666687 33.1784668091758,132.495193490444 33.176467895818,132.495803826627 33.1724014333858,132.495407108923 33.1713333083841,132.49249268314 33.1698646670749,132.492095949133 33.1683349546505,132.491104138571 33.1698646670749,132.489303600368 33.1709327757736,132.489700318071 33.1698646670749,132.489303600368 33.1659317100784,132.487106311855 33.1650009054194,132.484695421166 33.164531704486,132.484695421166 33.1667327916024,132.485000613712 33.1675338731265,132.479904175347 33.1672019925358,132.476394656705 33.1698646670749,132.483795168368 33.1759338414687,132.477996836056 33.1758003197299,132.482894899267 33.1804008528145,132.48399352722 33.1827316304599,132.4810028033 33.1856689456843,132.477798460901 33.1828689508025,132.476593015557 33.1842002880721,132.47290039769 33.1794013961356,132.471206660575 33.1801338256398,132.470092772995 33.1761322166236,132.467697141933 33.1794662495516,132.464508042858 33.1776008579327,132.464004524067 33.1821327063915,132.459899896263 33.1819992009557,132.457092287871 33.186866761215,132.458007816599 33.1879997233297,132.456893912716 33.1904678213177,132.459396361168 33.1917991585873,132.456405637248 33.1918678269101,132.454193121715 33.192867267286,132.455001833052 33.193733218529,132.455398567059 33.1949997023826,132.458694450919 33.1962661699331,132.456604012403 33.1977996809613,132.458404534303 33.1996002191642,132.458694450919 33.2011985836084,132.45730590635 33.2021331868713,132.453704829944 33.2018013062806,132.456298819857 33.2059326221289,132.460403447661 33.2074661331571,132.457702640357 33.2107314977623,132.454299922803 33.2088012690304,132.451400756646 33.2050018337728,132.448699965645 33.2018013062806,132.447494520301 33.2019348117164,132.446105959429 33.2004661541042,132.443099975882 33.2017326379577,132.443099975882 33.2046661382753,132.439392082085 33.2038688716581,132.437896720125 33.2056655786512,132.436096181922 33.2056655786512,132.434600819962 33.2070655679405,132.432296762967 33.2095336985346,132.426696773204 33.2085342418558,132.425994862954 33.210067752884,132.424392699906 33.2099342474482,132.421295174898 33.2128677477657,132.41999817179 33.2141342316193,132.417800899581 33.2112007149987,132.416397095384 33.2113342367375,132.415496826283 33.2081337092453,132.408599849714 33.2066688502369,132.405502324706 33.2050666871888,132.414306640566 33.2043342576846,132.421203617134 33.2085342418558,132.426101696648 33.2047348065982,132.430603025853 33.2025985728978,132.431304936102 33.199733740903,132.435501089063 33.1955337567319,132.437896720125 33.1916007997355,132.436203015616 33.1898002615326,132.437805178664 33.1862678534496,132.438995364381 33.1851348913349,132.446594251199 33.1926651098303,132.446792593748 33.1840667663332,132.457092287871 33.1780662602623,132.460403447661 33.1731338465869,132.464096065527 33.1711349495322,132.463394171581 33.1698646670749,132.459701537411 33.1688690089998,132.455993643614 33.1682014492146,132.455505368147 33.1698646670749,132.454605099046 33.1710662812094,132.452301025748 33.1720008844722,132.449493401053 33.1717338572976,132.44850159049 33.1747322110312,132.445297231788 33.1706008951829,132.444305421226 33.1698646670749,132.441604613922 33.1683349546505,132.440307610814 33.1683349546505,132.436203015616 33.1698646670749,132.43510437136 33.1698646670749,132.434204102258 33.1698646670749,132.430999759859 33.1694679167652,132.434600819962 33.1664657644278,132.432495105516 33.1609992964031,132.431900028961 33.1532669041491,132.427795401157 33.1587333558707,132.424102783291 33.155868540179,132.442993174794 33.1471328763392,132.44140625507 33.1390686034945,132.44070434482 33.1376686142051,132.447097769991 33.1347312989807,132.451705932889 33.1321334778576,132.454605099046 33.1366653426194,132.4524993846 33.1422004626639,132.458007816599 33.1385345328421,132.459793095175 33.1373329187076,132.461593633378 33.1391334569105,132.46440124177 33.138732907997,132.468200677028 33.1407318213547,132.47140503573 33.1404647941801,132.474105843034 33.1347999510005,132.47770691944 33.1361999402899,132.477096566954 33.1413345277239,132.480804444448 33.1391334569105,132.483596809516 33.1384010274063,132.486099241666 33.1366004892034,132.494003288424 33.1371345435528,132.496795653492 33.1377983047341,132.500000012194 33.1353988587659,132.497100829735 33.1305313148096,132.497497547438 33.1283340426,132.501296998999 33.1304016079776,132.49760436483 33.1203346231713,132.496795653492 33.1202011177355,132.493804929572 33.1213989332662,132.490097035775 33.1203346231713,132.485794065423 33.1245994607584,132.484100344611 33.1240005529931,132.483093258118 33.1244011019066,132.481597896158 33.1195335416473,132.479400623949 33.1212654115274,132.473297115394 33.120601650346,132.469406122372 33.1147995031268,132.469100946129 33.1180000306191,132.47219848744 33.1211319060915,132.468704228426 33.1244011019066,132.468200677028 33.1265335207002,132.465194709784 33.1262664935255,132.460006713654 33.1259994500478,132.44999695245 33.1230010963142,132.446105959429 33.1240653901061,132.44700622853 33.1222000147902,132.451400756646 33.1218681341995,132.455902102154 33.1220016396354,132.457092287871 33.1210670526755,132.45959472002 33.122398373642,132.463500972669 33.1180686826389,132.466506956216 33.1175994817056,132.465698244878 33.1119995082451,132.468399052183 33.109401703425,132.474304201886 33.1068649208111,132.472595221447 33.1030654855535,132.470001215231 33.0989990231212,132.476104723786 33.0971984849184,132.480194091962 33.098201756504,132.477203368042 33.0942001311848,132.466201779973 33.0898666415778,132.462005610709 33.0930671690701,132.462997437574 33.0882644785298,132.460601806513 33.0865325923467,132.463195796426 33.084598548708,132.46659851398 33.0859985379974,132.469802856379 33.0811996460609,132.467193606838 33.0787315317698,132.460998540519 33.0758018463591,132.463897706676 33.0745315475987,132.466506956216 33.0761985803658,132.469299321284 33.0746002322246,132.472091670049 33.0703315634276,132.473205573933 33.0731353732162,132.472793563996 33.0780677868915,132.47399900934 33.0794677761809,132.471893311197 33.0819320592621,132.477905261989 33.0839996246396,132.478302012299 33.0778655968298,132.480499268205 33.0761337269498,132.484695421166 33.0766677976021,132.480102534198 33.0723991288052,132.479293822861 33.0709991558188,132.484298703463 33.0671997042582,132.488098155023 33.0651321388806,132.481994630165 33.0625343340606,132.482696540415 33.056133262773,132.480300909353 33.0563316379279,132.478897088854 33.0562667845119,132.478103637144 33.0647316062701,132.473098756542 33.0610008230323,132.470291131846 33.0607337958577,132.467102049075 33.0610008230323,132.464797975777 33.0606002741188,132.463195796426 33.0627326929124,132.458496092067 33.060401915267,132.454605099046 33.0565986651026,132.447799696544 33.0558662355984,132.44700622853 33.0590667630906,132.447799696544 33.0623359589057,132.446105959429 33.0654678343781,132.443298334733 33.0645332311153,132.442398065632 33.0563316379279,132.438400271523 33.0558013984854,132.437698377576 33.0559349202242,132.43190860435 33.0530691589573,132.431748329354 33.0530828371916,132.431600819623 33.0531826279808,132.430694583616 33.0559997573372,132.425201427547 33.0582656815666,132.427093507211 33.062133785147,132.424392699906 33.0671348508422,132.41850280983 33.0643348722634,132.417495723338 33.0625991874766,132.415802002526 33.0625991874766,132.414398182027 33.0635337744364,132.41220092612 33.0631332418259,132.413604746619 33.0697326719653,132.414001464323 33.0723991288052,132.407196045518 33.0696678185492,132.403396610261 33.0685348564346,132.405395507315 33.0615997307977,132.399002082144 33.0579986543919,132.396697992544 33.0562019473989,132.396606451083 33.0540008439795,132.399597175003 33.0518684414889,132.402801517402 33.0508689848101,132.402801517402 33.0439338754762,132.400497444104 33.0386657826064,132.396194457449 33.0408020000038,132.394607537725 33.0376663259275,132.397506720184 33.0349349993686,132.394699095489 33.0274658193824,132.388900763177 33.0255317594407,132.38299559717 33.0264015255906,132.377700799953 33.022666943749,132.382400504312 33.0181350789872,132.386993407583 33.0200653077191,132.392700198434 33.0194663999537,132.395004271732 33.0130653449692,132.39630127484 33.0152015623666,132.395904540833 33.0206680303912,132.399093623605 33.0244674819519,132.400802620347 33.0276680094441,132.401992806064 33.0278663519929,132.404693597066 33.0284652760613,132.407608039152 33.0265312161196,132.410995480776 33.0272674442276,132.403396610261 33.0345993038711,132.406005859801 33.0371322715782,132.411300657019 33.0387344346262,132.407608039152 33.0411338805945,132.409500118816 33.0447349570002,132.406799311511 33.0491333000232,132.406097417565 33.0522651591926,132.408599849714 33.0558662355984,132.41220092612 33.0556678767465,132.414596557181 33.0555343550077,132.416793829391 33.0578689638629,132.422500620243 33.0546646051608,132.428497311407 33.052734376429,132.429107663893 33.0481986967603,132.429901115603 33.0453338647656,132.432495105516 33.0512657188168,132.438507072611 33.0505332893125,132.439392082085 33.0486679139967,132.442794799639 33.0463333214445,132.441497796531 33.0429992722134,132.443099975882 33.0411987340105,132.444793712996 33.0419349621185,132.44999695245 33.0373992987529,132.451293939255 33.0349998527846,132.453506471092 33.0366020158327,132.453796387708 33.0395317175464,132.451507574038 33.0397987447211,132.449798577295 33.0396652229823,132.449203484437 33.0411338805945,132.449798577295 33.0483322021961,132.453094477458 33.0476684573178,132.456100461006 33.0489349411713,132.458694450919 33.0459327725309,132.466308581061 33.0494689955207,132.470397949238 33.0488014194325,132.468490593644 33.0402679456544,132.470001215231 33.0394668641304,132.472503663683 33.0418663100987,132.473693833097 33.0425338698838,132.475799547543 33.047599805298,132.478500354847 33.0464019734643,132.481292719916 33.0491333000232,132.484207145699 33.0438651908504,132.481994630165 33.0319328307282,132.4810028033 33.0271339387917,132.482696540415 33.022666943749,132.484802254861 33.0101356432554,132.48959350068 33.010665899001,132.490997304877 33.0165328996361,132.494491580194 33.0177993834897,132.495697025539 33.0152015623666,132.495697025539 33.011531833941,132.496795653492 33.010665899001,132.501907351485 33.007934572442,132.505599969351 33.0032005339216,132.502197268101 33.0007324196305,132.501907351485 32.9938659623165,132.500396729898 32.9928665219406,132.507995616716 32.9832000697449,132.51069642402 32.9799346888366,132.511596693122 32.9767990147604,132.514007567507 32.977066041935,132.514297484123 32.9764671341697,132.513107298406 32.9766654930215,132.515899663474 32.9752655037321,132.518096919381 32.9766654930215,132.518096919381 32.9756660363426,132.520095816435 32.9737319927039,132.520797726685 32.9752006503161,132.524002069084 32.9773330691097,132.524002069084 32.9715995739104,132.526306158685 32.971801763972,132.527999879496 32.9724655088504,132.52990723509 32.9704017746827,132.529800417699 32.9735984872681,132.531005863044 32.9734687804361,132.533401494105 32.9713325467357,132.537002570511 32.9690017690903,132.536300660261 32.9729347260867,132.536895736817 32.9735336175491,132.544006348168 32.9658660950141,132.550903308433 32.9619331380176,132.551300058743 32.9609336813387,132.553405773189 32.9602012681376,132.551101683588 32.9567985505836,132.549896238244 32.9569320723225,132.535293573769 32.9639320350723,132.534103388052 32.9640007033952,132.532592766464 32.9637336762205,132.52990723509 32.9654006926845,132.5265960753 32.9596672137882,132.52279662374 32.9617347791658,132.522903441131 32.9647331328994,132.515594487231 32.9606018007481,132.513305657258 32.9671325625646,132.511199942812 32.9669990408257,132.510498048865 32.9676666332169,132.507492065318 32.9676017798009,132.505004876493 32.965000160074,132.504302982546 32.9627342195416,132.498992909398 32.9648017849192,132.496795653492 32.9640007033952,132.494293221342 32.9639320350723,132.492202750221 32.9654006926845,132.496795653492 32.9662666439276,132.500396729898 32.9696655302717,132.498504650234 32.9716682422332,132.502395626952 32.9728012206509,132.497894297748 32.9739990198786,132.496795653492 32.9743347316791,132.495498666687 32.9742660470533,132.49589538439 32.976200106995,132.496795653492 32.9772644007869,132.499603261884 32.9784660312244,132.499496460796 32.9791984607286,132.504501341398 32.9794654879033,132.498992909398 32.9818000804555,132.496795653492 32.9833335914837,132.49510193268 32.9833335914837,132.493896487336 32.9828643905504,132.494995115289 32.9854011568613,132.496795653492 32.9851989831026,132.498504650234 32.9858665428878,132.496795653492 32.9874687222388,132.490005494314 32.9831352163288,132.485794065423 32.9802665694273,132.48399352722 32.9803314228433,132.485900866511 32.9751319819933,132.484100344611 32.9724006554344,132.482299806408 32.9714660521715,132.481597896158 32.9720687911467,132.480102534198 32.971931454501,132.479507457643 32.9725990305892,132.477294925806 32.9721336282597,132.472595221447 32.971065519561,132.470092772995 32.9697990357075,132.470397949238 32.9686012364798,132.478195194908 32.9683342093051,132.482299806408 32.9646644482735,132.481597896158 32.9612007085134,132.488296497572 32.9601325998147,132.496795653492 32.9575347949947,132.502304069189 32.9557342567918,132.497802723681 32.9479331962149,132.496795653492 32.947734837363,132.493301394477 32.9472007667107,132.494491580194 32.9421997010155,132.490005494314 32.9398002713503,132.488098155023 32.9415321249274,132.486801135612 32.9413986194915,132.483901985759 32.944400788132,132.482604982651 32.9387321463486,132.476699816645 32.9379348797314,132.476104723786 32.9413986194915,132.471603394582 32.9396018961955,132.468490593644 32.9393997224368,132.465301510872 32.939266217001,132.464797975777 32.9424667281902,132.459793095175 32.9379997331474,132.462600703567 32.9359321677699,132.469192503893 32.9354667654404,132.471099859487 32.928867335301,132.474105843034 32.9225997857523,132.477203368042 32.9209327692883,132.476699816645 32.9198684754964,132.475296028751 32.9169998122919,132.475692746455 32.9130668715984,132.476593015557 32.909133914602,132.472091670049 32.9066658003109,132.477493284658 32.9045982349334,132.485504148807 32.9036674465773,132.490203869469 32.8994674624062,132.491195680031 32.8980674731168)",BA010,"1","1",JPN
"LINESTRING (129.568405159059 33.2123985305294,129.567306514803 33.2145996013428,129.564193730168 33.2173347428085,129.564697265262 33.2131347749404,129.568405159059 33.2123985305294)",BA010,"1","1",JPN
"LINESTRING (132.477096566954 33.2137985198187,132.48399352722 33.2159996069351,132.487396228471 33.2150001502563,132.487594603626 33.2164001395456,132.490005494314 33.2196006670379,132.48399352722 33.2168006884592,132.48249816526 33.2193336398632,132.479003906245 33.216133112371,132.477096566954 33.2137985198187)",BA010,"1","1",JPN
"LINESTRING (129.049606312349 33.1833991902451,129.052001943411 33.1849327012733,129.057006840316 33.1865997340403,129.056900022925 33.1880645767457,129.060195923088 33.1851348913349,129.059707631317 33.1932678161995,129.066207890182 33.1948661806437,129.072494497962 33.1878662015909,129.080001827016 33.1906661964726,129.083602903422 33.1878662015909,129.086105351875 33.187667859042,129.088104248929 33.1859321579521,129.091308591328 33.1917343051713,129.093597404999 33.1916007997355,129.090805056234 33.1952018598382,129.08889770064 33.1935348433742,129.085296624234 33.1955986101479,129.082199099226 33.1955986101479,129.081405631212 33.19886778966,129.080993653882 33.2055320732154,129.080108644407 33.2061347958875,129.079895009625 33.2085990789688,129.083206169415 33.20926667136,129.083999637429 33.2085342418558,129.091598507944 33.2103347800586,129.093597404999 33.2067337036529,129.09669494631 33.2087974541236,129.097396856559 33.2112655521117,129.095703119444 33.2157325797605,129.094406132639 33.2147331230816,129.091506966483 33.2148666285174,129.089508053125 33.2145347642298,129.086502069578 33.2147331230816,129.082305900314 33.2121315033547,129.080398561023 33.2104644705876,129.078109747353 33.2103996171716,129.073196408211 33.2114677421733,129.070693959759 33.2113990738505,129.068298328698 33.2114677421733,129.066497806798 33.2067337036529,129.062896730392 33.2096672039705,129.060806275573 33.2093315084729,129.056198128978 33.2103996171716,129.05490112587 33.2104644705876,129.054702767018 33.21186447618,129.052597052572 33.2139320415576,129.055892952735 33.2148017914044,129.054397590775 33.2164688241715,129.056900022925 33.2174682645473,129.055007926958 33.2197341887767,129.052993770276 33.2193336398632,129.051696783471 33.2192688027502,129.049301136106 33.2168006884592,129.047698973058 33.2165336612845,129.044799806902 33.2190666126885,129.045303341997 33.215332030847,129.046203611099 33.2130012532016,129.041305547888 33.2081337092453,129.041000371645 33.2047996600142,129.03829956434 33.2075996548959,129.037994388097 33.2111320466758,129.033706661069 33.2056655786512,129.035202023029 33.2031326272471,129.031295770381 33.2043991111007,129.027496335123 33.1994667137284,129.031097411529 33.1951332078184,129.036804186077 33.1946678054889,129.037399295239 33.1938667239649,129.041107172733 33.1984672570495,129.043396002706 33.1957321155837,129.045806893395 33.1957321155837,129.046707162496 33.1939315773809,129.044403072896 33.1926002401113,129.043304444942 33.1902656475591,129.043899537801 33.1896019026807,129.045898434856 33.1863326905626,129.046295152559 33.1839332445944,129.049606312349 33.1833991902451)",BA010,"1","1",JPN
"LINESTRING (132.362792959235 33.1879348862167,132.363494869484 33.1903343158819,132.360198985625 33.1946678054889,132.360900879571 33.1955986101479,132.358200072267 33.1975326537866,132.361999523828 33.19886778966,132.360595703328 33.2025337194818,132.363098135478 33.2029342683953,132.367996214992 33.2038688716581,132.371795666552 33.2069320625047,132.38220214546 33.20926667136,132.380294789866 33.2135353075509,132.377593998865 33.2192688027502,132.374603274945 33.2205314716969,132.377105707094 33.2183990529034,132.373596204755 33.2160644603512,132.371795666552 33.2154655362828,132.369201660336 33.2129325848787,132.367401122133 33.2131996120534,132.364501955977 33.2103996171716,132.364593497438 33.2075996548959,132.360900879571 33.2067337036529,132.354202261854 33.2050666871888,132.350906361692 33.2075996548959,132.349304198644 33.2075996548959,132.347396859353 33.2077331603317,132.34410095919 33.2064666764782,132.341598510737 33.2063331710424,132.340301523932 33.2063331710424,132.345397945995 33.2056655786512,132.352203381103 33.2043342576846,132.354598995861 33.2012672356282,132.353805544151 33.1995315671444,132.356597909219 33.199733740903,132.356506351455 33.1941337511395,132.357101444314 33.1904678213177,132.358093271179 33.1889991800086,132.362792959235 33.1879348862167)",BA010,"1","1",JPN
"LINESTRING (129.067794809906 33.2176666233992,129.070297242055 33.2190666126885,129.073196408211 33.2235984774503,129.069595348109 33.2248649613039,129.068206787237 33.2257995645667,129.067001341892 33.2249984830427,129.065597537696 33.2263336189161,129.06520080369 33.2271347004401,129.06370544173 33.2271347004401,129.063308707723 33.2269973637944,129.06190491983 33.2270660484203,129.061401368432 33.2243347055583,129.063796999493 33.2241325481027,129.062194820142 33.2211990314821,129.06520080369 33.2193984932792,129.066207890182 33.217864998554,129.067794809906 33.2176666233992)",BA010,"1","1",JPN
"LINESTRING (129.131195056174 33.2201995911063,129.13700868072 33.2204017648649,129.13960265433 33.2237319991892,129.133804322018 33.2277984616215,129.128997800267 33.2253990156532,129.130905155861 33.2210006726303,129.131195056174 33.2201995911063)",BA010,"1","1",JPN
"LINESTRING (129.553894036045 33.2263336189161,129.557098394747 33.2265319940709,129.554702763686 33.2279319833603,129.551300062435 33.2291984672139,129.551300062435 33.2287330648843,129.553894036045 33.2263336189161)",BA010,"1","1",JPN
"LINESTRING (132.363998404579 33.2241325481027,132.363098135478 33.2263336189161,132.362197866376 33.2302665759125,132.36149597243 33.2318000869408,132.356399534064 33.2288665866232,132.360107411558 33.2257347111507,132.362701417774 33.2242012001225,132.363998404579 33.2241325481027)",BA010,"1","1",JPN
"LINESTRING (131.893600454565 33.2351341361718,131.894699098821 33.2383346636641,131.892608644003 33.2384643541931,131.888793932815 33.2364006037224,131.891998291517 33.2365341254612,131.893600454565 33.2351341361718)",BA010,"1","1",JPN
"LINESTRING (132.519302364725 33.2176017862862,132.523696892841 33.2218017541543,132.525207514428 33.2218017541543,132.526092523902 33.2224006619196,132.530899045653 33.2236671457732,132.5339050292 33.2262687655001,132.527893062105 33.2335319405178,132.524703979334 33.2378654464277,132.522491447497 33.2374648975142,132.516403198569 33.2403983978318,132.512893679927 33.2332000762301,132.507003789851 33.2296676681472,132.509704580852 33.2274665810308,132.511993410825 33.2247314558681,132.515197753224 33.222133634745,132.519302364725 33.2176017862862)",BA010,"1","1",JPN
"LINESTRING (129.337402345165 33.2483329801475,129.340301511321 33.252265937144,129.33869933197 33.252265937144,129.334396361618 33.2492675671074,129.337402345165 33.2483329801475)",BA010,"1","1",JPN
"LINESTRING (129.064895627447 33.2523345891638,129.06520080369 33.2527313231705,129.065109245926 33.2532005241038,129.064407351979 33.2532005241038,129.064895627447 33.2523345891638)",BA010,"1","1",JPN
"LINESTRING (129.55520629878 33.253067018668,129.555099481389 33.2532005241038,129.555603032787 33.2532005241038,129.55670166074 33.2532005241038,129.555297856544 33.2542686491055,129.554199212288 33.2532005241038,129.55520629878 33.253067018668)",BA010,"1","1",JPN
"LINESTRING (129.561798099106 33.2504005455251,129.563903813552 33.2532005241038,129.561004631093 33.2544670079574,129.560897830005 33.2532005241038,129.560104378294 33.2511329587263,129.558593740404 33.2511978284453,129.561798099106 33.2504005455251)",BA010,"1","1",JPN
"LINESTRING (129.559295650654 33.2532005241038,129.559707644288 33.2554664646362,129.558395381552 33.2532005241038,129.559295650654 33.2532005241038)",BA010,"1","1",JPN
"LINESTRING (131.742724655667 33.2570901802775,131.742816213431 33.2571588649034,131.738528486403 33.2600923489179,131.738421685315 33.2600236805951,131.742724655667 33.2570901802775)",BA010,"1","1",JPN
"LINESTRING (129.0700988669 33.2444686914739,129.073898318461 33.2486648607382,129.071899405103 33.2532005241038,129.071395886312 33.254798888548,129.066101072791 33.2536659264333,129.06669616565 33.2532005241038,129.063598624338 33.2513313338811,129.062499996385 33.2532005241038,129.061004650728 33.2580642694563,129.06520080369 33.2624664436891,129.058807362216 33.2574005082749,129.058105468269 33.2550659157227,129.058502185973 33.2532005241038,129.058898936282 33.2500648500276,129.062896730392 33.2469329745552,129.066207890182 33.2485313389994,129.067398075899 33.24626541477,129.0700988669 33.2444686914739)",BA010,"1","1",JPN
"LINESTRING (129.558303840091 33.259197231571,129.562606810444 33.2602653402697,129.561294547708 33.2625999491249,129.560302737146 33.2630004980385,129.558700557795 33.2631340034743,129.557800288694 33.2611999598356,129.559295650654 33.2601318348339,129.558303840091 33.259197231571)",BA010,"1","1",JPN
"LINESTRING (129.550903312125 33.2618675196207,129.554397587443 33.2630653351514,129.555404657632 33.2653312593808,129.552398674085 33.2639999384143,129.551605222375 33.2635993895008,129.550903312125 33.2618675196207)",BA010,"1","1",JPN
"LINESTRING (129.564605707499 33.2615318241232,129.563095085911 33.2663993843825,129.56300354445 33.2672004659065,129.561599723951 33.2687988303508,129.559799185748 33.2663345472695,129.560806272241 33.2655334331395,129.558105464937 33.2645988461797,129.561294547708 33.2639999384143,129.562606810444 33.2641982972661,129.564605707499 33.2615318241232)",BA010,"1","1",JPN
"LINESTRING (129.564102172404 33.2709312491443,129.56700133856 33.2715988089295,129.569793703628 33.275531765926,129.567398072567 33.2753982604901,129.567398072567 33.2761344885981,129.565795893216 33.2746009775699,129.566299444613 33.2740669232206,129.564697265262 33.2732658416966,129.564102172404 33.2709312491443)",BA010,"1","1",JPN
"LINESTRING (131.945495593973 33.2705345151376,131.950195314635 33.2738685480657,131.951995852837 33.2738685480657,131.955200195237 33.2747344993088,131.954696643839 33.278865815157,131.951400759979 33.2785339345664,131.949707022864 33.2786674563052,131.947296148478 33.277999880217,131.943099962911 33.278064733633,131.940002437903 33.277935026801,131.937194829511 33.277999880217,131.937103271747 33.2770004235382,131.940002437903 33.275531765926,131.945495593973 33.2705345151376)",BA010,"1","1",JPN
"LINESTRING (129.571502684067 33.2766647443437,129.573196404879 33.2775344778875,129.572204594317 33.2795333912452,129.571701042919 33.2789993368959,129.571502684067 33.2766647443437)",BA010,"1","1",JPN
"LINESTRING (129.562499993053 33.2869339029086,129.564895624114 33.2878646749616,129.566696162317 33.2879981967005,129.564895624114 33.2905349793144,129.56219481681 33.287532810674,129.562499993053 33.2869339029086)",BA010,"1","1",JPN
